id,Author list,title,Year,m_control,n_control,sd_control,se_control,m_treatment,n_treatment,sd_treatment,se_treatment,m_Measure,m_Location,Species,Treatment_Type,Treatment_Overall,Treatment_Name,Sex,Dose (compared to AL),Treatment_length,Age_on_treatment,Strain,Other Variables,notes
580,"Strong, R. and Miller, R. A. and Bogue, M. and Fernandez, E. and Javors, M. A. and Libert, S. and Marinez, P. A. and Murphy, M. P. and Musi, N. and Nelson, J. F. and Petrascheck, M. and Reifsnyder, P. and Richardson, A. and Salmon, A. B. and Macchiarini, F. and Harrison, D. E.",Rapamycin-mediated mouse lifespan extension: Late-life dosage regimes with sex-specific effects,2020,772,300,,,856,156,,,median,table 1,mice,Rapamycin,Rapamycin,Rapa 20 mon,male,42 ppm,life,22 months,UM-HET3 mice,None,
581,"Strong, R. and Miller, R. A. and Bogue, M. and Fernandez, E. and Javors, M. A. and Libert, S. and Marinez, P. A. and Murphy, M. P. and Musi, N. and Nelson, J. F. and Petrascheck, M. and Reifsnyder, P. and Richardson, A. and Salmon, A. B. and Macchiarini, F. and Harrison, D. E.",Rapamycin-mediated mouse lifespan extension: Late-life dosage regimes with sex-specific effects,2020,772,300,,,841,159,,,median,table 1,mice,Rapamycin,Rapamycin,Rapa cycles,male,42 ppm,life,20 months,UM-HET3 mice,None,
582,"Strong, R. and Miller, R. A. and Bogue, M. and Fernandez, E. and Javors, M. A. and Libert, S. and Marinez, P. A. and Murphy, M. P. and Musi, N. and Nelson, J. F. and Petrascheck, M. and Reifsnyder, P. and Richardson, A. and Salmon, A. B. and Macchiarini, F. and Harrison, D. E.",Rapamycin-mediated mouse lifespan extension: Late-life dosage regimes with sex-specific effects,2020,772,300,,,854,153,,,median,table 1,mice,Rapamycin,Rapamycin,Rapa 20-23,male,42 ppm,until 23 months,20 months,UM-HET3 mice,None,
583,"Strong, R. and Miller, R. A. and Bogue, M. and Fernandez, E. and Javors, M. A. and Libert, S. and Marinez, P. A. and Murphy, M. P. and Musi, N. and Nelson, J. F. and Petrascheck, M. and Reifsnyder, P. and Richardson, A. and Salmon, A. B. and Macchiarini, F. and Harrison, D. E.",Rapamycin-mediated mouse lifespan extension: Late-life dosage regimes with sex-specific effects,2020,905,280,,,1040,136,,,median,table 1,mice,Rapamycin,Rapamycin,Rapa 20 mon,female,42 ppm,life,22 months,UM-HET3 mice,None,
584,"Strong, R. and Miller, R. A. and Bogue, M. and Fernandez, E. and Javors, M. A. and Libert, S. and Marinez, P. A. and Murphy, M. P. and Musi, N. and Nelson, J. F. and Petrascheck, M. and Reifsnyder, P. and Richardson, A. and Salmon, A. B. and Macchiarini, F. and Harrison, D. E.",Rapamycin-mediated mouse lifespan extension: Late-life dosage regimes with sex-specific effects,2020,905,280,,,977,136,,,median,table 1,mice,Rapamycin,Rapamycin,Rapa cycles,female,42 ppm,life,20 months,UM-HET3 mice,None,
585,"Strong, R. and Miller, R. A. and Bogue, M. and Fernandez, E. and Javors, M. A. and Libert, S. and Marinez, P. A. and Murphy, M. P. and Musi, N. and Nelson, J. F. and Petrascheck, M. and Reifsnyder, P. and Richardson, A. and Salmon, A. B. and Macchiarini, F. and Harrison, D. E.",Rapamycin-mediated mouse lifespan extension: Late-life dosage regimes with sex-specific effects,2020,905,280,,,940,136,,,median,table 1,mice,Rapamycin,Rapamycin,Rapa 20-23,female,42 ppm,until 23 months,20 months,UM-HET3 mice,None,
586,"Tanaka, S. and Ohno, T. and Miyaishi, O. and Itoh, Y.",Survival curve modified through dietary restriction (DR) in male Donryu rats,2002,679,36,82,13.66666667,900,29,240,44.56688116,mean,Table2 mean+ss,rats,Percent Reduction,Dietary restriction,DR,male,60%,life,4 weeks,Donryu rats,None,
587,"Tanaka, S. and Ohno, T. and Miyaishi, O. and Itoh, Y.",Survival curve modified through dietary restriction (DR) in male Donryu rats,2002,22.07,36,,,25.91,29,,,median,Table2 mean+ss,rats,Percent Reduction,Dietary restriction,DR,male,60%,life,4 weeks,Donryu rats,None,
588,"Thurman, J. D. and Bucci, T. J. and Hart, R. W. and Turturro, A.","Survival, body weight, and spontaneous neoplasms in ad Libitum-fed and food-restricted Fischer-344 rats",1994,101,49,,,125,53,,,mean,abstract,rats,Percent Reduction,Dietary restriction,FR male,male,60%,life,14 weeks,F-344 rats,None,different than table 2
589,"Thurman, J. D. and Bucci, T. J. and Hart, R. W. and Turturro, A.","Survival, body weight, and spontaneous neoplasms in ad Libitum-fed and food-restricted Fischer-344 rats",1994,118,54,,,132,52,,,mean,abstract,rats,Percent Reduction,Dietary restriction,FR females,female,60%,life,14 weeks,F-344 rats,None,different than table 2
590,"Thurman, J. D. and Bucci, T. J. and Hart, R. W. and Turturro, A.","Survival, body weight, and spontaneous neoplasms in ad Libitum-fed and food-restricted Fischer-344 rats",1994,102,49,,,125,53,,,median,table 2,rats,Percent Reduction,Dietary restriction,FR Male,male,60%,life,14 weeks,F-344 rats,None,
591,"Thurman, J. D. and Bucci, T. J. and Hart, R. W. and Turturro, A.","Survival, body weight, and spontaneous neoplasms in ad Libitum-fed and food-restricted Fischer-344 rats",1994,115,54,,,132,52,,,median,table 2,rats,Percent Reduction,Dietary restriction,FR Female,female,60%,life,14 weeks,F-344 rats,None,
592,"Tibarewal, P. and Rathbone, V. and Constantinou, G. and Pearce, W. and Adil, M. and Varyova, Z. and Folkes, L. and Hampson, A. and Classen, G. A. E. and Alves, A. and Carvalho, S. and Scudamore, C. L. and Vanhaesebroeck, B.",Long-term treatment of cancer-prone germline PTEN mutant mice with low-dose rapamycin extends lifespan and delays tumour development,2022,394,35,,,653,35,,,median,figure 1,mice,Rapamycin,Rapamycin,erapa,male,14ppm,life,6 weeks,Pten+/- mice,Cancer-prone,
593,"Tibarewal, P. and Rathbone, V. and Constantinou, G. and Pearce, W. and Adil, M. and Varyova, Z. and Folkes, L. and Hampson, A. and Classen, G. A. E. and Alves, A. and Carvalho, S. and Scudamore, C. L. and Vanhaesebroeck, B.",Long-term treatment of cancer-prone germline PTEN mutant mice with low-dose rapamycin extends lifespan and delays tumour development,2022,239,34,,,369,39,,,median,figure 1,mice,Rapamycin,Rapamycin,erapa,female,14ppm,life,6 weeks,Pten+/- mice,Cancer-prone,
594,"Tsao, J. L. and Dudley, S. and Kwok, B. and Nickel, A. E. and Laird, P. W. and Siegmund, K. D. and Liskay, R. M. and Shibata, D.","Diet, cancer and aging in DNA mismatch repair deficient mice",2002,299,41,,,346,18,,,median,table 2,mice,Percent Reduction,Dietary restriction,CR,mixed,70%,life,NA,Mlh1 -/- (90% C57Bl/6),Dna-repair deficient,NL-CR
595,"Tsao, J. L. and Dudley, S. and Kwok, B. and Nickel, A. E. and Laird, P. W. and Siegmund, K. D. and Liskay, R. M. and Shibata, D.","Diet, cancer and aging in DNA mismatch repair deficient mice",2002,350,34,,,444,16,,,median,table 2,mice,Percent Reduction,Dietary restriction,CR,mixed,70%,life,NA,Mlh1 -/- (90% C57Bl/6),Dna-repair deficient,NL-CR w/tumours
596,"Tsao, J. L. and Dudley, S. and Kwok, B. and Nickel, A. E. and Laird, P. W. and Siegmund, K. D. and Liskay, R. M. and Shibata, D.","Diet, cancer and aging in DNA mismatch repair deficient mice",2002,350,34,,,438,16,,,median,table 2,mice,Percent Reduction,Dietary restriction,CR,mixed,70%,life,NA,Mlh1 -/- (90% C57Bl/6),Dna-repair deficient,NL-CR  w/tumours2
597,"Tsao, J. L. and Dudley, S. and Kwok, B. and Nickel, A. E. and Laird, P. W. and Siegmund, K. D. and Liskay, R. M. and Shibata, D.","Diet, cancer and aging in DNA mismatch repair deficient mice",2002,348,34,,,444,16,,,median,table 2,mice,Percent Reduction,Dietary restriction,CR,mixed,70%,life,NA,Mlh1 -/- (90% C57Bl/6),Dna-repair deficient,NL-CR w/tumours3
598,"Turturro, A. and Duffy, P. and Hass, B. and Kodell, R. and Hart, R.",Survival characteristics and age-adjusted disease incidences in C57BL/6 mice fed a commonly used cereal-based diet modulated by dietary restriction,2002,753,56,169.1229139,22.6,953,56,270.1476633,36.1,mean,Table1 mean lifespan + se + ss in text(animals section),mice,Percent Reduction,Dietary restriction,DR-Female,female,60%,life,14-16 weeks,C57BL/6NNia mice,None,mean lg lifespan
599,"Turturro, A. and Duffy, P. and Hass, B. and Kodell, R. and Hart, R.",Survival characteristics and age-adjusted disease incidences in C57BL/6 mice fed a commonly used cereal-based diet modulated by dietary restriction,2002,797,56,177.3545601,23.7,988,56,184.0895434,24.6,mean,Table1 mean lifespan + se + ss in text(animals section),mice,Percent Reduction,Dietary restriction,DR-Male,male,60%,life,14-16 weeks,C57BL/6NNia mice,None,mean lg lifespan
600,"Turturro, A. and Duffy, P. and Hass, B. and Kodell, R. and Hart, R.",Survival characteristics and age-adjusted disease incidences in C57BL/6 mice fed a commonly used cereal-based diet modulated by dietary restriction,2002,740,266,,,953,266,,,median,Table1 mean lifespan + se + ss in text(animals section),mice,Percent Reduction,Dietary restriction,DR-Female,female,60%,life,14-16 weeks,C57BL/6NNia mice,None,sample size from total (pathology + lg)
601,"Turturro, A. and Duffy, P. and Hass, B. and Kodell, R. and Hart, R.",Survival characteristics and age-adjusted disease incidences in C57BL/6 mice fed a commonly used cereal-based diet modulated by dietary restriction,2002,803,266,,,963,266,,,median,Table1 mean lifespan + se + ss in text(animals section),mice,Percent Reduction,Dietary restriction,DR-Male,male,60%,life,14-16 weeks,C57BL/6NNia mice,None,sample size from total (pathology + lg)
602,"Turturro, A. and Duffy, P. and Hass, B. and Kodell, R. and Hart, R.",Survival characteristics and age-adjusted disease incidences in C57BL/6 mice fed a commonly used cereal-based diet modulated by dietary restriction,2002,736,56,,,1014,56,,,median,Table1 mean lifespan + se + ss in text(animals section),mice,Percent Reduction,Dietary restriction,DR-Female,female,60%,life,14-16 weeks,C57BL/6NNia mice,None,ss from lg only
603,"Turturro, A. and Duffy, P. and Hass, B. and Kodell, R. and Hart, R.",Survival characteristics and age-adjusted disease incidences in C57BL/6 mice fed a commonly used cereal-based diet modulated by dietary restriction,2002,810,56,,,960,56,,,median,Table1 mean lifespan + se + ss in text(animals section),mice,Percent Reduction,Dietary restriction,DR-Male,male,60%,life,14-16 weeks,C57BL/6NNia mice,None,ss from lg only
604,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,607.3686,2024,,,986.316,2148,,,median,fig14,mice,Percent Reduction,Dietary restriction,B6-EM mice,female,60%,life,2 months,B6-EM mice,None,approxiamte due to comined samples  
605,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,678.125,852,,,825.0001,848,,,median,fig11,mice,Percent Reduction,Dietary restriction,D2 mice,female,60%,life,2 months,D2 mice,None,approxiamte due to comined samples  
606,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,746.5967,600,,,909.9475,600,,,median,fig18,rats,Percent Reduction,Dietary restriction,F344-PUR rats,male,60%,life,2 months,F344-PUR rats,None,approxiamte due to comined samples  
607,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,749.4739,2036,,,989.4737,2152,,,median,fig14,mice,Percent Reduction,Dietary restriction,B6-EM mice,male,60%,life,2 months,B6-EM mice,None,approxiamte due to comined samples  
608,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,753.125,1469,,,953.1251,1452,,,median,fig13,mice,Percent Reduction,Dietary restriction,B6-NIH mice,female,60%,life,2 months,B6-NIH mice,None,approxiamte due to comined samples  
609,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,759.1622,2954,,,847.1204,2704,,,median,fig17,rats,Percent Reduction,Dietary restriction,F344-NIH rats,male,60%,life,2 months,F344-NIH rats,None,approxiamte due to comined samples  
610,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,768.75,1370,,,828.125,1367,,,median,fig11,mice,Percent Reduction,Dietary restriction,D2 mice,male,60%,life,2 months,D2 mice,None,approxiamte due to comined samples  
611,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,793.7171,624,,,953.9265,624,,,median,fig18,rats,Percent Reduction,Dietary restriction,F344-PUR rats,female,60%,life,2 months,F344-PUR rats,None,approxiamte due to comined samples  
612,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,793.7174,2020,,,906.8064,1976,,,median,fig17,rats,Percent Reduction,Dietary restriction,F344-NIH rats,female,60%,life,2 months,F344-NIH rats,None,approxiamte due to comined samples  
613,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,803.1251,3192,,,959.375,2751,,,median,fig13,mice,Percent Reduction,Dietary restriction,B6-NIH mice,male,60%,life,2 months,B6-NIH mice,None,approxiamte due to comined samples  
614,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,841.9512,1300,,,1052.683,1299,,,median,fig10,mice,Percent Reduction,Dietary restriction,B6D2F1 mice,female,60%,life,2 months,B6D2F1 mice,None,approxiamte due to comined samples  
615,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,887.898,1810,,,1243.312,1772,,,median,fig16,rats,Percent Reduction,Dietary restriction,F344 X BN F1 rats,female,60%,life,2 months,F344 X BN F1 rats,None,approxiamte due to comined samples  
616,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,891.7198,1920,,,1185.988,1922,,,median,fig12,mice,Percent Reduction,Dietary restriction,B6C3F1 mice,female,60%,life,2 months,B6C3F1 mice,None,approxiamte due to comined samples  
617,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,923.9025,3102,,,1207.805,2590,,,median,fig10,mice,Percent Reduction,Dietary restriction,B6D2F1 mice,male,60%,life,2 months,B6D2F1 mice,None,approxiamte due to comined samples  
618,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,926.1146,1736,,,1113.376,1702,,,median,fig15,rats,Percent Reduction,Dietary restriction,BN rats,male,60%,life,2 months,BN rats,None,approxiamte due to comined samples  
619,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,929.9362,1711,,,1163.057,1745,,,median,fig15,rats,Percent Reduction,Dietary restriction,BN rats,female,60%,life,2 months,BN rats,None,approxiamte due to comined samples  
620,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,979.6179,2049,,,1315.924,2021,,,median,fig12,mice,Percent Reduction,Dietary restriction,B6C3F1 mice,male,60%,life,2 months,B6C3F1 mice,None,approxiamte due to comined samples  
621,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,991.0826,2278,,,1182.166,2205,,,median,fig16,rats,Percent Reduction,Dietary restriction,F344 X BN F1 rats,male,60%,life,2 months,F344 X BN F1 rats,None,approxiamte due to comined samples  
622,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,676,33,143.6140662,25,845,38,295.8918721,48,mean,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,female,60%,life,6 weeks,RI-115 mice,None,
623,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,676,33,143.6140662,25,782,38,228.0833181,37,mean,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,female,80%,life,6 weeks,RI-115 mice,None,
624,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,676,33,143.6140662,25,720,35,201.1467126,34,mean,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,female,90%,life,6 weeks,RI-115 mice,None,
625,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,774,35,242.5592711,41,956,45,228.0789337,34,mean,table 1,mice,Percent Reduction,Dietary restriction,RI-107 mice,female,60%,life,6 weeks,RI-107 mice,None,
626,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,851,36,192,32,914,43,281.9698565,43,mean,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,male,60%,life,6 weeks,RI-115 mice,None,
627,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,851,36,192,32,887,40,208.7103256,33,mean,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,male,80%,life,6 weeks,RI-115 mice,None,
628,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,851,36,192,32,822,41,288.1405907,45,mean,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,male,90%,life,6 weeks,RI-115 mice,None,
629,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,892,34,198.2523644,34,957,32,248.901587,44,mean,table 1,mice,Percent Reduction,Dietary restriction,RI-97 mice,female,60%,life,6 weeks,RI-97 mice,None,
630,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,894,34,174.9285568,30,684,45,234.7871376,35,mean,table 1,mice,Percent Reduction,Dietary restriction,RI-107 mice,male,60%,life,6 weeks,RI-107 mice,None,
631,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,930,39,312.2498999,50,968,29,253.1027459,47,mean,table 1,mice,Percent Reduction,Dietary restriction,RI-98 mice,female,60%,life,6 weeks,RI-98 mice,None,
632,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,953,34,64.14047084,11,868,25,185,37,mean,table 1,mice,Percent Reduction,Dietary restriction,RI-97 mice,male,60%,life,6 weeks,RI-97 mice,None,
633,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,1071,31,105.7875229,19,967,30,202.6573463,37,mean,table 1,mice,Percent Reduction,Dietary restriction,RI-98 mice,male,60%,life,6 weeks,RI-98 mice,None,
634,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,620,33,,,929,38,,,median,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,female,60%,life,6 weeks,RI-115 mice,None,
635,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,620,33,,,788,38,,,median,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,female,80%,life,6 weeks,RI-115 mice,None,
636,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,620,33,,,697,35,,,median,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,female,90%,life,6 weeks,RI-115 mice,None,
637,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,846,35,,,1049,45,,,median,table 1,mice,Percent Reduction,Dietary restriction,RI-107 mice,female,60%,life,6 weeks,RI-107 mice,None,
638,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,882,36,,,960,43,,,median,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,male,60%,life,6 weeks,RI-115 mice,None,
639,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,882,36,,,882,40,,,median,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,male,80%,life,6 weeks,RI-115 mice,None,
640,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,882,36,,,918,41,,,median,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,male,90%,life,6 weeks,RI-115 mice,None,
641,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,930,34,,,729,45,,,median,table 1,mice,Percent Reduction,Dietary restriction,RI-107 mice,male,60%,life,6 weeks,RI-107 mice,None,
642,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,951,34,,,1050,32,,,median,table 1,mice,Percent Reduction,Dietary restriction,RI-97 mice,female,60%,life,6 weeks,RI-97 mice,None,
643,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,966,34,,,936,25,,,median,table 1,mice,Percent Reduction,Dietary restriction,RI-97 mice,male,60%,life,6 weeks,RI-97 mice,None,
644,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,1060,39,,,1079,29,,,median,table 1,mice,Percent Reduction,Dietary restriction,RI-98 mice,female,60%,life,6 weeks,RI-98 mice,None,
645,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,1069,31,,,1045,30,,,median,table 1,mice,Percent Reduction,Dietary restriction,RI-98 mice,male,60%,life,6 weeks,RI-98 mice,None,
646,"Vermeij, Wilbert P. and Alyodawi, Khalid and van Galen, Ivar and von der Heide, Jennie L. and Birkisdottir, Maria B. and van't Sant, Lisanne J. and Ozinga, Rutger A. and Komninos, Daphne S. J. and Smit, Kimberly and Rijksen, Yvonne M. A. and Brandt, Renata M. C. and Barnhoorn, Sander and Jaarsma, Dick and Vaiyapuri, Sathivel and Ritvos, Olli and Huber, Tobias B. and Kretz, Oliver and Patel, Ketan",Improved health by combining dietary restriction and promoting muscle growth in DNA repair-deficient progeroid mice,2024,21.66,3,,,29.55,3,,,median,Figure S1E,mice,Percent Reduction,Dietary restriction, Ercc1∆/−Mock,female,30%,life,8 weeks, Ercc1∆/−,Progeroid mice,
647,"Vermeij, Wilbert P. and Alyodawi, Khalid and van Galen, Ivar and von der Heide, Jennie L. and Birkisdottir, Maria B. and van't Sant, Lisanne J. and Ozinga, Rutger A. and Komninos, Daphne S. J. and Smit, Kimberly and Rijksen, Yvonne M. A. and Brandt, Renata M. C. and Barnhoorn, Sander and Jaarsma, Dick and Vaiyapuri, Sathivel and Ritvos, Olli and Huber, Tobias B. and Kretz, Oliver and Patel, Ketan",Improved health by combining dietary restriction and promoting muscle growth in DNA repair-deficient progeroid mice,2024,18.96,3,,,32.11,3,,,median,Figure S1E,mice,Percent Reduction,Dietary restriction, Ercc1∆/−sActRIIB,female,30%,life,8 weeks, Ercc1∆/−,Progeroid mice,
